review_id,employee_id,review_date,performance_rating,manager_rating,goal_completion_pct,promotion_recommendation
1,1,2023-09-04 09:01:02,2,1,63.98663641445177,True
2,1,2022-10-16 01:19:36,1,3,89.16876611353739,False
3,2,2020-12-04 16:18:45,5,4,84.17098127223026,False
4,2,2021-03-20 17:43:08,5,1,89.40858437185946,False
5,2,2020-05-20 17:05:22,3,4,68.19240444320218,True
6,3,2018-01-19 10:30:56,3,3,55.25478490689001,True
7,3,2023-05-02 05:57:00,1,4,62.096463097748014,False
8,4,2018-04-22 20:19:03,1,2,84.75195000780752,True
9,5,2018-09-20 18:12:48,2,4,92.60240017460751,False
10,6,2018-10-21 09:57:40,3,4,62.73368354732742,True
11,7,2023-08-29 23:45:05,1,1,55.09671048226138,True
12,8,2020-03-13 14:45:45,5,1,90.64395501351666,True
13,8,2021-10-11 20:20:27,2,5,74.12861152949546,True
14,9,2021-12-01 02:20:41,3,1,57.63224928865509,False
15,10,2023-11-18 18:35:52,3,2,85.01940438736567,True
16,11,2023-06-15 16:08:22,3,2,50.41342007531878,False
17,11,2023-12-27 19:09:16,1,4,90.95401507067808,True
18,12,2022-01-30 08:58:30,2,4,83.26677356179829,False
19,12,2021-02-25 08:16:01,5,3,87.26485602564765,True
20,13,2022-01-14 08:24:32,3,2,95.15097491684381,True
21,13,2018-12-05 14:50:50,5,2,91.77643657072099,False
22,13,2023-03-05 19:22:23,2,3,62.17587603233845,True
23,14,2020-09-30 00:13:19,2,4,99.4739502608872,True
24,15,2022-09-18 05:03:54,3,1,73.8838801498016,True
25,15,2023-09-01 22:16:23,1,5,86.73849299776393,False
26,16,2023-02-11 20:39:14,3,2,56.07576543539385,False
27,17,2023-08-25 10:27:40,5,2,98.38752085370668,False
28,17,2022-04-29 22:31:56,4,3,98.59495544428594,False
29,18,2023-08-27 05:06:33,2,1,61.09211193788144,False
30,19,2021-05-03 01:23:42,2,4,62.68424835322786,False
31,19,2018-07-27 09:05:47,3,4,78.50208748418734,False
32,20,2022-07-26 09:57:13,3,4,63.25738742316611,True
33,21,2020-08-23 02:55:13,2,2,72.63859872329964,False
34,21,2018-05-30 08:13:56,3,4,85.31177923829166,True
35,22,2018-11-01 03:48:18,2,3,64.32964532017274,False
36,22,2023-06-19 12:02:24,4,1,64.96188735712198,True
37,22,2019-03-14 19:29:29,4,4,66.04291225027612,False
38,23,2018-04-17 22:44:47,4,4,57.50593242514633,False
39,23,2022-08-21 18:08:52,5,5,92.3649993144083,True
40,23,2020-05-31 20:56:29,2,4,73.53162494091296,False
41,24,2022-06-10 10:04:22,1,3,82.06595756988563,True
42,24,2018-01-30 20:51:31,1,1,65.23362067414898,False
43,24,2023-04-26 00:48:17,2,5,59.07281235518582,False
44,25,2019-12-24 10:10:07,3,4,74.79700628991534,False
45,25,2022-04-12 12:09:14,2,1,76.39486711445633,False
46,26,2022-09-30 20:28:06,5,3,94.60877313900508,False
47,26,2020-07-15 14:59:20,3,3,74.29334501013001,True
48,26,2023-03-26 09:15:53,5,2,88.61493328569347,True
49,27,2023-01-07 19:30:54,2,2,83.50900526281117,False
50,27,2022-06-29 23:45:19,1,1,52.54697855545977,True
51,27,2022-02-01 07:26:50,3,2,86.63990135698972,True
52,28,2021-09-13 19:48:31,3,3,68.091356248854,False
53,28,2020-04-02 16:13:35,5,1,91.66135924096953,False
54,28,2021-07-24 13:23:09,2,3,57.26110053132222,True
55,29,2018-08-08 01:34:02,3,1,68.3803962954142,False
56,29,2018-03-11 16:38:37,2,4,68.8698284765195,True
57,30,2021-12-20 12:05:34,2,3,60.54206252085756,True
58,30,2021-06-18 14:29:48,5,1,72.34350250419314,True
59,30,2018-04-08 01:53:13,5,2,86.7221082280322,True
60,31,2018-02-03 05:48:59,4,4,90.41042534124053,False
61,31,2018-05-12 07:23:10,3,3,66.18037955095157,False
62,32,2022-09-20 21:47:44,3,4,93.3733388092449,True
63,33,2023-03-17 04:46:03,5,4,58.71999387976104,False
64,33,2021-10-13 09:51:31,2,4,73.6832842691208,True
65,34,2019-07-10 06:27:50,3,5,63.98983145709505,False
66,34,2018-07-29 05:02:56,4,4,87.66625623063695,False
67,35,2020-12-23 12:14:00,1,5,72.99105097219673,True
68,35,2019-10-24 12:05:08,2,5,55.96502546719664,False
69,36,2019-06-05 16:41:09,5,1,55.73224917863009,False
70,36,2019-11-01 17:54:33,1,3,51.637559080477466,True
71,36,2023-02-28 06:14:38,1,4,81.37523284840897,True
72,37,2018-07-21 04:33:38,4,3,83.89497714685467,False
73,37,2020-08-11 17:37:03,2,3,59.97863675754311,False
74,38,2020-06-02 23:35:46,1,3,78.93689377678785,False
75,38,2018-03-19 11:51:38,3,2,81.14040045644082,True
76,39,2018-05-24 00:48:52,1,3,84.98533469492668,True
77,39,2022-05-14 11:09:23,5,1,54.71025327862938,True
78,39,2020-07-06 12:18:07,2,5,76.27713612863853,True
79,40,2020-10-12 06:57:45,5,1,68.74111232095963,False
80,41,2018-01-06 07:11:15,5,2,63.149051840676464,False
81,41,2020-07-15 23:19:21,4,2,74.686120822481,True
82,42,2020-12-09 05:25:21,4,3,65.81984172030397,True
83,43,2023-01-05 15:24:49,5,5,70.59730550269761,True
84,44,2021-08-20 08:53:29,3,3,70.68956259054123,True
85,44,2022-10-12 22:31:17,3,2,55.89284824162996,True
86,45,2021-09-29 22:19:46,4,3,93.46957960949108,False
87,45,2018-07-08 13:29:49,3,4,95.85565866058525,False
88,45,2019-05-07 19:15:15,4,3,51.16334411302817,False
89,46,2021-05-20 15:24:00,2,5,85.80444253640614,False
90,46,2023-02-09 10:11:03,4,5,79.73497381700678,True
91,46,2022-10-13 22:41:42,1,1,67.80513914030617,True
92,47,2019-11-29 22:08:16,4,5,69.92963277032135,True
93,47,2023-04-21 02:52:29,1,4,97.17249939076333,True
94,47,2021-02-20 17:25:53,1,5,62.322760607677736,True
95,48,2019-10-19 04:22:48,1,2,69.48459915267505,True
96,48,2021-06-29 11:39:49,4,2,68.06707122608992,False
97,48,2021-01-12 15:12:13,1,3,80.12582403332581,False
98,49,2023-02-18 00:21:45,2,3,77.56369384789454,False
99,49,2023-03-25 06:46:54,2,2,65.6175680242238,True
100,49,2022-09-16 18:44:16,2,3,85.62387932152089,True
101,50,2021-10-13 21:39:34,1,5,95.72282755139133,True
102,50,2021-05-30 06:18:06,3,2,74.3868055175823,False
103,51,2021-07-03 12:00:55,3,4,94.25341606064556,False
104,51,2022-02-22 22:37:35,5,2,60.21311442209658,True
105,51,2020-05-08 07:18:30,1,4,95.41241785931487,False
106,52,2018-05-27 11:33:09,1,5,87.79611317436361,True
107,53,2020-06-21 13:05:19,4,3,98.07269913855946,True
108,54,2019-11-09 21:04:41,3,5,58.22106327495074,True
109,54,2018-02-15 06:30:02,3,2,51.8804975432815,False
110,54,2022-06-02 14:27:19,1,1,55.41700114945724,True
111,55,2021-12-28 00:58:46,4,4,84.39669601370791,True
112,56,2018-03-02 13:07:24,2,3,81.49390228747376,True
113,57,2019-12-22 00:41:57,4,5,66.921277064277,False
114,58,2022-02-20 20:23:43,2,3,57.83024620840317,False
115,58,2022-05-23 16:58:01,3,4,72.48798754365575,True
116,58,2019-10-05 22:45:23,2,1,88.04369817205436,True
117,59,2018-06-07 01:20:53,2,4,78.04390306087065,False
118,59,2023-04-27 03:58:23,2,1,93.94636428986433,False
119,60,2021-02-05 19:06:53,5,3,88.1862721407457,False
120,61,2019-04-08 16:41:17,2,2,55.81365079551745,True
121,62,2019-08-18 14:23:27,1,2,92.048735186713,True
122,62,2021-07-18 18:51:47,3,3,52.7499537462013,True
123,63,2021-12-02 15:03:25,2,3,57.45701433283682,False
124,63,2019-08-17 19:05:12,3,1,52.61154019478364,False
125,63,2021-12-25 11:40:20,2,5,87.28906865945387,False
126,64,2018-07-06 15:14:14,1,2,61.375994456199,False
127,64,2020-03-28 19:31:20,3,5,67.53299729133232,True
128,64,2022-06-19 11:33:42,4,4,79.26586301592238,False
129,65,2018-06-24 21:59:02,4,4,68.41697616206322,True
130,65,2019-11-28 04:34:58,4,5,86.67967665809368,True
131,65,2018-07-29 18:53:26,3,4,96.20587478859927,False
132,66,2021-01-05 03:42:01,2,1,93.59869749106284,True
133,67,2018-11-25 13:54:53,1,4,56.51754033046372,True
134,67,2022-06-11 18:43:27,5,4,92.30172935908772,True
135,68,2023-01-06 15:56:06,2,5,98.6749670936161,False
136,68,2021-12-16 08:00:20,4,2,58.473806059677194,False
137,68,2021-09-01 23:50:38,4,1,93.98781215947426,False
138,69,2021-01-30 10:03:51,1,4,61.33486655032866,True
139,69,2018-03-24 08:15:26,1,5,90.78046273506874,False
140,70,2020-11-26 09:02:57,2,4,81.86024405970457,False
141,70,2018-07-11 20:57:03,3,4,66.98284017323911,True
142,71,2019-02-18 07:51:22,1,1,51.96963254068467,True
143,71,2022-04-15 03:38:55,3,1,90.47616283356763,True
144,72,2022-01-23 12:39:03,2,2,94.75414325510107,True
145,73,2020-09-01 18:15:47,2,2,83.89391515320561,True
146,74,2023-07-05 22:19:00,1,2,81.3428856071979,False
147,74,2020-12-27 08:41:17,4,1,66.24224793639368,True
148,74,2021-08-28 14:50:14,3,5,91.37090383464549,False
149,75,2020-04-20 16:42:16,2,3,83.5433518938914,True
150,75,2023-02-07 19:12:52,4,5,64.77117568261204,False
151,75,2019-04-16 03:53:14,2,2,57.63591389146319,True
152,76,2023-01-12 08:21:43,1,3,63.488732627613985,False
153,77,2022-06-09 13:34:13,5,2,92.34448047138555,True
154,77,2020-12-23 01:24:24,1,2,69.81886511348165,False
155,78,2021-09-14 19:59:29,2,4,76.37007230800887,True
156,78,2023-07-10 19:35:37,4,4,67.96243551919358,True
157,79,2021-10-02 14:50:34,4,3,68.63973700253376,False
158,79,2018-03-14 23:22:26,2,4,86.31592971622032,True
159,80,2021-11-17 21:23:02,3,5,81.87953423520202,True
160,80,2020-04-15 19:28:08,2,1,95.72204253646163,False
161,81,2019-12-31 09:39:35,2,3,72.47266237559862,False
162,82,2022-01-25 23:16:13,4,4,73.11870829691284,False
163,82,2018-02-07 19:47:47,3,2,63.71852732786951,False
164,83,2022-05-06 16:06:59,4,1,88.68787357642941,False
165,84,2019-11-14 01:21:42,1,4,73.35345187928922,False
166,85,2021-02-11 19:52:55,3,1,51.688338099921395,False
167,85,2019-11-17 11:44:48,3,3,71.58948278987029,True
168,85,2022-11-29 00:16:02,3,5,89.78378891778077,True
169,86,2018-11-17 16:25:58,4,2,96.38128442188221,True
170,86,2019-03-27 21:43:03,3,5,76.91900724814661,True
171,86,2022-01-20 08:17:57,3,4,65.9453595192087,False
172,87,2023-01-17 14:16:12,2,1,87.16851367829054,False
